"","FileA","FileB","WassersteinDistanceMean","WassersteinDistanceStDev","WassersteinDistanceMedian","WassersteinDistanceMode","ShapiroWilkStatistic","ShapiroWilkPvalue","NPointsPerDrawn","NDrawns"
"W","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_72SNIa28SNII_lowz_withbias.csv.gz",0.00103046704317118,0.000272618011845417,0.000947305974063531,0.000828530018800847,0.900433969138588,1.48190120853013e-06,1000,100
"W1","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_75SNIa25SNIax_lowz_withbias.csv.gz",0.0256389173962578,0.000656318071774894,0.0255983945772138,0.0256669873374822,0.990679242275929,0.719404625274983,1000,100
"W2","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_75SNIa25SNII_lowz_withbias.csv.gz",0.0357125357483636,0.00065247304836755,0.0356638335739092,0.035686247630919,0.984631425723788,0.298648384734592,1000,100
"W3","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNIax_lowz_withbias.csv.gz",0.0753498433971885,0.00067695666228188,0.0753450116548912,0.075665955820478,0.992126030197646,0.830279993623048,1000,100
"W4","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNIbc_lowz_withbias.csv.gz",0.0826078513965974,0.000725386193270202,0.0826059097162797,0.0824987621650754,0.988071918312646,0.513525083861987,1000,100
"W5","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNII_lowz_withbias.csv.gz",0.0700731926946377,0.000694270165081753,0.0700669423104546,0.0699558772561677,0.982406359085045,0.203766143030613,1000,100
"W6","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5AGN_lowz_withbias.csv.gz",0.0742785563840707,0.000736575221956095,0.0742486479008068,0.0741910084751375,0.991143602001608,0.756297153037206,1000,100
"W7","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIa-91bg_lowz_withbias.csv.gz",0.121996664460689,0.000771358637713442,0.121962910988097,0.122228389938332,0.984706014290356,0.302403863928385,1000,100
"W8","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIax_lowz_withbias.csv.gz",0.112224501795016,0.000749651479127497,0.112129858753148,0.112427446916236,0.98972211707366,0.642155753117599,1000,100
"W9","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIbc_lowz_withbias.csv.gz",0.101412337227673,0.000707877757734712,0.101420568334478,0.10153172728419,0.988168153381484,0.520687503744502,1000,100
"W10","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNII_lowz_withbias.csv.gz",0.0691939380134503,0.000716321425000647,0.0691418377729515,0.0689951615940195,0.971295512377042,0.027799041286199,1000,100
"W11","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2AGN_lowz_withbias.csv.gz",0.0859718253771133,0.00067774281140029,0.0859382480596385,0.0859263587046214,0.987827949173978,0.495609133448925,1000,100
"W12","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIa-91bg_lowz_withbias.csv.gz",0.107527027461904,0.00072011464634497,0.107504821424786,0.107238556758927,0.986972826010672,0.435801349409765,1000,100
"W13","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIax_lowz_withbias.csv.gz",0.106608501211941,0.000674554695118523,0.106551169494141,0.106246964340796,0.970028716585987,0.0222168685791228,1000,100
"W14","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIbc_lowz_withbias.csv.gz",0.0997896249808411,0.000740209972346452,0.0997613473089146,0.0997241764984658,0.994133724877616,0.946107982838238,1000,100
"W15","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNII_lowz_withbias.csv.gz",0.108706316353642,0.000759152217449417,0.108735717700957,0.108489496428117,0.985039079140235,0.319658208974514,1000,100
"W16","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99.6SNIa0.4TDE_lowz_withbias.csv.gz",0.106047518382508,0.000743950915286907,0.105962873439057,0.105894624797036,0.990876777357484,0.735192266390371,1000,100
"W17","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99.7SNIa0.3CART_lowz_withbias.csv.gz",0.115686690385578,0.000677659886154512,0.115608628658204,0.115782632635592,0.988756900863463,0.565569484187954,1000,100
"W18","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1AGN_lowz_withbias.csv.gz",0.101256534927181,0.000681795745258445,0.101186589617761,0.100746428588785,0.973113934453587,0.0384477166326187,1000,100
"W19","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SLSN_lowz_withbias.csv.gz",0.0879042348974344,0.000651624127476675,0.0878854546631004,0.0878856020749916,0.995400384922537,0.98413702683871,1000,100
