"","FileA","FileB","WassersteinDistanceMean","WassersteinDistanceStDev","WassersteinDistanceMedian","WassersteinDistanceMode","ShapiroWilkStatistic","ShapiroWilkPvalue","NPointsPerDrawn","NDrawns"
"W","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_72SNIa28SNII_lowz_withbias.csv.gz",0.00100679803335644,0.000242609872684723,0.000960788789601485,0.000904785169396769,0.951281318195021,0.00100851927002773,1000,100
"W1","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_75SNIa25SNIax_lowz_withbias.csv.gz",0.0224490575500886,0.000717397131556513,0.0224895066675924,0.0222939628822783,0.991662509589435,0.796272790038011,1000,100
"W2","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_75SNIa25SNII_lowz_withbias.csv.gz",0.0120636619562283,0.000672829071426179,0.0120120137488907,0.0119422745895308,0.995706226782901,0.989289636146197,1000,100
"W3","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNIax_lowz_withbias.csv.gz",0.066147406385186,0.000700482137651803,0.0661952565387475,0.0660725012706776,0.986884924281585,0.429934313685523,1000,100
"W4","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNIbc_lowz_withbias.csv.gz",0.0647665718357381,0.000706559244208575,0.0647579940308517,0.0646464692482945,0.987583380402955,0.478014424142832,1000,100
"W5","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNII_lowz_withbias.csv.gz",0.058306658598442,0.000781374219631631,0.0583252407642329,0.058033510912347,0.992123546740003,0.830103093763712,1000,100
"W6","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5AGN_lowz_withbias.csv.gz",0.0714616130127975,0.000713799456577939,0.0715217237266976,0.0718342271001122,0.971171494078743,0.0271938004621617,1000,100
"W7","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIa-91bg_lowz_withbias.csv.gz",0.118382416100509,0.000717439616966723,0.118351006013917,0.118176142035182,0.990041127020391,0.667918649073459,1000,100
"W8","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIax_lowz_withbias.csv.gz",0.0756953503884378,0.000697598743698617,0.0756966956063606,0.075759158782775,0.988958225391936,0.581287622260312,1000,100
"W9","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIbc_lowz_withbias.csv.gz",0.0952215300272789,0.000704944654630641,0.095189614641467,0.0951516716659918,0.994728169230346,0.967499359222518,1000,100
"W10","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNII_lowz_withbias.csv.gz",0.0645140588011003,0.000751957072165987,0.0645571239264815,0.0644900994494201,0.991026810857144,0.747095645643521,1000,100
"W11","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2AGN_lowz_withbias.csv.gz",0.0903520200071787,0.000740578697766733,0.0902922344715006,0.0902124599295715,0.981664216358323,0.178812350651162,1000,100
"W12","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIa-91bg_lowz_withbias.csv.gz",0.102322248995571,0.000678768642318802,0.102310734931261,0.102468467484859,0.990859970678136,0.733853719988656,1000,100
"W13","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIax_lowz_withbias.csv.gz",0.0769009125634936,0.000720113249111261,0.0768900190446468,0.0768896240903021,0.983172667997563,0.232862251002359,1000,100
"W14","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIbc_lowz_withbias.csv.gz",0.0827351828876088,0.000728555972078885,0.0827040016635538,0.0826848810541374,0.97276464756537,0.0361182455853385,1000,100
"W15","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNII_lowz_withbias.csv.gz",0.0815230813397355,0.00073739111788353,0.0815089053464924,0.0815611421528823,0.986828994155508,0.426229562582869,1000,100
"W16","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99.6SNIa0.4TDE_lowz_withbias.csv.gz",0.092701834647263,0.000758444089941838,0.0926723724462923,0.0924206454783392,0.990674462937421,0.719021294101623,1000,100
"W17","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99.7SNIa0.3CART_lowz_withbias.csv.gz",0.112249670379917,0.000771722073266786,0.112283698749737,0.112357980775559,0.990560015898758,0.709826323486514,1000,100
"W18","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1AGN_lowz_withbias.csv.gz",0.10614882203349,0.000784346022871876,0.106189182750434,0.106171521426261,0.996922238433425,0.998813657003593,1000,100
"W19","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SLSN_lowz_withbias.csv.gz",0.055273488184485,0.000695246760288461,0.0552045857861453,0.0552589179774283,0.98421709899123,0.278499177129594,1000,100
"W20","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SNIa-91bg_lowz_withbias.csv.gz",0.101556714128649,0.000845193653845563,0.101537491980211,0.101516535880849,0.996107081111661,0.994097171609152,1000,100
"W21","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SNIax_lowz_withbias.csv.gz",0.0885359202783465,0.000809163334795335,0.0884559290330011,0.088449086783753,0.987334374312594,0.460495614755859,1000,100
"W22","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SNIbc_lowz_withbias.csv.gz",0.0904772737375758,0.000710905653605554,0.0904920733154659,0.0907557477049978,0.981551497499315,0.175281900100528,1000,100
"W23","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SNII_lowz_withbias.csv.gz",0.095043967440986,0.000752522594735651,0.0951001619806747,0.0951657834763348,0.994555859130298,0.961960271279342,1000,100
"W24","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_fiducial3000_lowz_withbias.csv.gz",0.0869596810209638,0.000706356747647391,0.0870127128674061,0.0870555525744037,0.988372868434323,0.536093764728166,1000,100
"W25","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_perfect3000_lowz_withbias.csv.gz",0.106318996918878,0.000850822340909419,0.106272992806979,0.106493614156399,0.993285040666619,0.904646711101856,1000,100
"W26","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_random3000_lowz_withbias.csv.gz",0.0593694512655618,0.00065185778440247,0.0593615421219122,0.0594363581037299,0.986900854109436,0.430993527736088,1000,100
"W27","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_75SNIa25SNIax_lowz_withbias.csv.gz",0.00108787938727722,0.000279031786210423,0.00102458111193912,0.0009701933380879,0.915689540314019,8.37331958980472e-06,1000,100
"W28","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_75SNIa25SNII_lowz_withbias.csv.gz",0.0105912228303021,0.000799175382323043,0.0106554691616192,0.0103885132810957,0.986946151160621,0.434015195058719,1000,100
"W29","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_90SNIa10SNIax_lowz_withbias.csv.gz",0.0436196140808839,0.000842262369817179,0.0435225750621337,0.0432345616066146,0.990993673664659,0.744474128182857,1000,100
"W30","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_90SNIa10SNIbc_lowz_withbias.csv.gz",0.0424222149470277,0.000738907464264225,0.0424298620858553,0.0423876067048039,0.989936755836318,0.659480271460739,1000,100
"W31","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_90SNIa10SNII_lowz_withbias.csv.gz",0.0358748051121363,0.000823223995602621,0.0358812890196119,0.0358693000469017,0.984654899328119,0.299826008880447,1000,100
"W32","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5AGN_lowz_withbias.csv.gz",0.048986855656618,0.000795409421573466,0.048948597807843,0.0488529894383458,0.98858109477867,0.551987970429497,1000,100
"W33","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5SNIa-91bg_lowz_withbias.csv.gz",0.0958794322630988,0.000813656005867414,0.0958221904130709,0.0960337914174004,0.988338937511329,0.533524691227144,1000,100
"W34","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5SNIax_lowz_withbias.csv.gz",0.0532403668226008,0.000818720952009728,0.053127756472094,0.0528126204278174,0.981998334495234,0.189672400347776,1000,100
"W35","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5SNIbc_lowz_withbias.csv.gz",0.072720875159302,0.000733196906164353,0.0727397073052407,0.07279275706798,0.970905232560458,0.0259397908853126,1000,100
"W36","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5SNII_lowz_withbias.csv.gz",0.0420939417934943,0.000790833704326574,0.0421361896201981,0.0419483929811768,0.988616216899663,0.554689835554091,1000,100
"W37","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2AGN_lowz_withbias.csv.gz",0.067947358511361,0.000700014250209744,0.0679737105551423,0.0679353191816878,0.99577849008952,0.990309955290127,1000,100
"W38","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2SNIa-91bg_lowz_withbias.csv.gz",0.0798861176102571,0.000785615279732847,0.0798722110212919,0.0798384939169386,0.994298011750469,0.952663481255236,1000,100
"W39","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2SNIax_lowz_withbias.csv.gz",0.0543479244563142,0.000743421004356099,0.0542648175765564,0.0542163638734402,0.979293993274742,0.117104459624552,1000,100
"W40","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2SNIbc_lowz_withbias.csv.gz",0.0603481467513014,0.000684871470373982,0.0602256958071621,0.0600177374826906,0.976119641315787,0.0660337748668149,1000,100
"W41","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2SNII_lowz_withbias.csv.gz",0.05907289469796,0.000693821632785468,0.0590660672900158,0.058677916526821,0.98954872725902,0.628209481876291,1000,100
"W42","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99.6SNIa0.4TDE_lowz_withbias.csv.gz",0.0702064462020942,0.000679943790656299,0.0702280442598898,0.070333412805097,0.991332313221915,0.77102319023334,1000,100
"W43","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99.7SNIa0.3CART_lowz_withbias.csv.gz",0.0899108714061805,0.000661969690186769,0.0899206939436995,0.0901098146945129,0.991144510587984,0.75636849132733,1000,100
"W44","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99SNIa1AGN_lowz_withbias.csv.gz",0.0837335102499363,0.000611431931668083,0.0837582557563498,0.0839247363830077,0.983823656867743,0.260459906147887,1000,100
