"","FileA","FileB","WassersteinDistanceMean","WassersteinDistanceStDev","WassersteinDistanceMedian","WassersteinDistanceMode","ShapiroWilkStatistic","ShapiroWilkPvalue","NPointsPerDrawn","NDrawns"
"W","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_72SNIa28SNII_lowz_withbias.csv.gz",0.00109434577574992,0.000303591836454617,0.00103669890139774,0.000937961307377232,0.894765751664918,8.08766014526655e-07,1000,100
"W1","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_75SNIa25SNIax_lowz_withbias.csv.gz",0.0265823381719059,0.00073443541799078,0.0266203824063772,0.0267059738223381,0.981940793847167,0.187759279375992,1000,100
"W2","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_75SNIa25SNII_lowz_withbias.csv.gz",0.00269940300150975,0.000658371198005488,0.0026529849751577,0.00246468410217972,0.992065831455553,0.825974575337974,1000,100
"W3","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNIax_lowz_withbias.csv.gz",0.0704422867154547,0.000740790300982028,0.0704396819949182,0.0702096798112769,0.991853353916393,0.810502651766748,1000,100
"W4","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNIbc_lowz_withbias.csv.gz",0.0722966992523409,0.000703108979610846,0.0722966023003645,0.0723038159534845,0.986230167564295,0.387969355776704,1000,100
"W5","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_90SNIa10SNII_lowz_withbias.csv.gz",0.0522512204186835,0.000741391290749191,0.0521529601644102,0.0521113509484636,0.975915162613824,0.0636404272316766,1000,100
"W6","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5AGN_lowz_withbias.csv.gz",0.0805299208171272,0.000758825870665143,0.0805002225935761,0.0803717341848847,0.992489719004963,0.855468179252618,1000,100
"W7","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIa-91bg_lowz_withbias.csv.gz",0.11893833851993,0.000774018282847703,0.118870431918575,0.119047400694612,0.988863572245835,0.573876884434494,1000,100
"W8","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIax_lowz_withbias.csv.gz",0.0830804062299356,0.000779024774152407,0.0830495099527746,0.083121585749647,0.983439001820779,0.243821928245222,1000,100
"W9","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNIbc_lowz_withbias.csv.gz",0.084193828420054,0.000707811314777323,0.0842017769518359,0.0842313195341145,0.995415366104264,0.984422357957646,1000,100
"W10","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_95SNIa5SNII_lowz_withbias.csv.gz",0.0870846958358713,0.00075611936520187,0.0871244208770154,0.0871331710274443,0.986657250465205,0.414992330327903,1000,100
"W11","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2AGN_lowz_withbias.csv.gz",0.0757997746140916,0.000672572395103956,0.0757695381981885,0.0757123436056974,0.987770817440315,0.491465493591863,1000,100
"W12","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIa-91bg_lowz_withbias.csv.gz",0.120597712447101,0.000761479254466204,0.120617121552995,0.120760050106468,0.993427597951259,0.912465441167172,1000,100
"W13","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIax_lowz_withbias.csv.gz",0.0883646451757587,0.000674802567388863,0.0883424533988034,0.0885404764284001,0.990901039076023,0.737122838776159,1000,100
"W14","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNIbc_lowz_withbias.csv.gz",0.0975207139282501,0.000748356263622586,0.097560396638094,0.0975849611046681,0.990725822334834,0.72313756712494,1000,100
"W15","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_98SNIa2SNII_lowz_withbias.csv.gz",0.10325763244037,0.000775957908337519,0.103272871301212,0.103058737652825,0.98786139682016,0.498044303569341,1000,100
"W16","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99.6SNIa0.4TDE_lowz_withbias.csv.gz",0.111826735714645,0.000811396533790437,0.11185565530612,0.111645813693225,0.988388703248209,0.537294751843905,1000,100
"W17","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99.7SNIa0.3CART_lowz_withbias.csv.gz",0.0884276571112067,0.000667779147573565,0.0884563548195563,0.0886266882170391,0.984300115464954,0.282440567349293,1000,100
"W18","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1AGN_lowz_withbias.csv.gz",0.0935781153180425,0.000722644723444209,0.0936223040744144,0.094034831112655,0.986622486986405,0.412743409637141,1000,100
"W19","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SLSN_lowz_withbias.csv.gz",0.0818101343787183,0.000743542000278811,0.0818567298077159,0.082001853360638,0.992285810700733,0.841526412139965,1000,100
"W20","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SNIa-91bg_lowz_withbias.csv.gz",0.104124486964244,0.000763813231190232,0.104161916608958,0.104309055421252,0.995221093682388,0.980444541489746,1000,100
"W21","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SNIax_lowz_withbias.csv.gz",0.0939025529043244,0.000634433986439158,0.0939696686302733,0.0939887476799582,0.981776483582036,0.18239486717527,1000,100
"W22","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SNIbc_lowz_withbias.csv.gz",0.0904461247934104,0.000671886935191706,0.0903054283383167,0.0902483503096904,0.971727240220414,0.0300163040296495,1000,100
"W23","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_99SNIa1SNII_lowz_withbias.csv.gz",0.0946228091311183,0.000712127885637734,0.0947171092831012,0.0948934866494605,0.975309691305571,0.057054437026259,1000,100
"W24","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_fiducial3000_lowz_withbias.csv.gz",0.0952044528798398,0.000699787127576656,0.0952290700935996,0.0952951283902254,0.981984859285957,0.189222753862447,1000,100
"W25","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_perfect3000_lowz_withbias.csv.gz",0.108110618621428,0.00072467313910133,0.108029313704994,0.108051092184047,0.984872156312257,0.310911382167497,1000,100
"W26","chains_72SNIa28SNII_lowz_withbias.csv.gz","chains_random3000_lowz_withbias.csv.gz",0.0398198318112305,0.000720722836536806,0.039885960022476,0.0396867983618727,0.992060992810483,0.825626958522512,1000,100
"W27","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_75SNIa25SNIax_lowz_withbias.csv.gz",0.0010585095115533,0.000268457486154772,0.000995199757552068,0.000913522285561394,0.876740247554184,1.32430915700925e-07,1000,100
"W28","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_75SNIa25SNII_lowz_withbias.csv.gz",0.0240054983627742,0.000650581343472718,0.0240211339357914,0.0240228709114726,0.985948153349713,0.37085485265313,1000,100
"W29","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_90SNIa10SNIax_lowz_withbias.csv.gz",0.0438165858141675,0.000714110641295943,0.0437749602359474,0.0435143716986243,0.987998399619628,0.50808915222282,1000,100
"W30","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_90SNIa10SNIbc_lowz_withbias.csv.gz",0.0457143941859927,0.000697036346380379,0.0457237073244801,0.0458139368448506,0.989365958021036,0.613577603813482,1000,100
"W31","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_90SNIa10SNII_lowz_withbias.csv.gz",0.0257678044076934,0.000704301664712958,0.0257633034433567,0.0254100789558818,0.987023964327772,0.43923948490704,1000,100
"W32","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5AGN_lowz_withbias.csv.gz",0.0538898444569896,0.000739944929037292,0.0538796238755483,0.0539261645275582,0.996307606850018,0.995795839026084,1000,100
"W33","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5SNIa-91bg_lowz_withbias.csv.gz",0.0923755438216263,0.000698742067918335,0.0924073292712734,0.0926180393412304,0.990221375626525,0.682496718399859,1000,100
"W34","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5SNIax_lowz_withbias.csv.gz",0.0564534499067912,0.000684825556681296,0.0564793949225095,0.0563719759399604,0.976738294211604,0.0738405424051675,1000,100
"W35","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5SNIbc_lowz_withbias.csv.gz",0.0577157021462834,0.000709519554823245,0.0576671350976046,0.0573334964097166,0.987361871648198,0.462410074719024,1000,100
"W36","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_95SNIa5SNII_lowz_withbias.csv.gz",0.0605220148004108,0.000692106709738778,0.0605464165145068,0.0603973496168257,0.992029557474795,0.82336304926595,1000,100
"W37","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2AGN_lowz_withbias.csv.gz",0.0491879388112494,0.000648672863380915,0.0491778349155004,0.0490544565295071,0.989153494682269,0.596683000280894,1000,100
"W38","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2SNIa-91bg_lowz_withbias.csv.gz",0.0940299625007568,0.000777285098929711,0.0939882807602341,0.0939407326418794,0.982042232090161,0.191144096679661,1000,100
"W39","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2SNIax_lowz_withbias.csv.gz",0.0616915152232556,0.000805901339160768,0.0617014319012957,0.0614036444675857,0.985512849127961,0.34558460938847,1000,100
"W40","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2SNIbc_lowz_withbias.csv.gz",0.0709474740800435,0.000796591588825346,0.0709241917834415,0.0711321618805111,0.992624874261216,0.864434878667302,1000,100
"W41","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_98SNIa2SNII_lowz_withbias.csv.gz",0.076581654023258,0.000712710874500366,0.0765478105476952,0.0765574939281994,0.991890692806306,0.81325122961423,1000,100
"W42","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99.6SNIa0.4TDE_lowz_withbias.csv.gz",0.0852287714342027,0.000714432492453997,0.085297935952789,0.0853242323285182,0.984517041868995,0.292965679125383,1000,100
"W43","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99.7SNIa0.3CART_lowz_withbias.csv.gz",0.0616991933068218,0.000693158453562091,0.0616906028778454,0.0616447395469892,0.990941327533729,0.74032403667759,1000,100
"W44","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99SNIa1AGN_lowz_withbias.csv.gz",0.0669723134556335,0.000681846320262135,0.0670174326071806,0.0672989145060477,0.990526012563898,0.70708922149182,1000,100
"W45","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99SNIa1SLSN_lowz_withbias.csv.gz",0.0551222968836532,0.000721270238613253,0.0551428386833239,0.0553280956711725,0.980341018499975,0.14130463429469,1000,100
"W46","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99SNIa1SNIa-91bg_lowz_withbias.csv.gz",0.0775244033219269,0.000694624870087001,0.0775918789043418,0.0776029523529101,0.981659680615217,0.178669007661018,1000,100
"W47","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99SNIa1SNIax_lowz_withbias.csv.gz",0.0672430471011008,0.000835377520744301,0.0671870723815191,0.0674105728861562,0.989118481275653,0.593912517051645,1000,100
"W48","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99SNIa1SNIbc_lowz_withbias.csv.gz",0.0639724163669161,0.00062805342169459,0.0638863285335949,0.0635309164875042,0.982095690031665,0.192950641099658,1000,100
"W49","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_99SNIa1SNII_lowz_withbias.csv.gz",0.0681162116798102,0.000668889379198432,0.0681130689378105,0.0682604029350798,0.980486022300273,0.145015635330512,1000,100
"W50","chains_75SNIa25SNIax_lowz_withbias.csv.gz","chains_fiducial3000_lowz_withbias.csv.gz",0.068738389496248,0.000783163539805541,0.0687413803895857,0.0689920696837233,0.987986880826611,0.507240316262631,1000,100
